PERIODO ACADEMICO,FACULTAD,CODIGO UNIDAD DE ESTUDIO,CODIGO DEL GRUPO,CREDITOS,TIPO DE OFERTA,TIPOLOGIA,DENOMINACION GRUPO,COD_DUMI_1,DUMI_1,COD_DUMI_2,DUMI_2,COD_DUMI_3,DUMI_3,COD_DUMI_4,DUMI_4,COD_DUMI_5,DUMI_5,COD_DUMI_6,DUMI_6,DIRECTOR UNIDAD DE ESTUDIO,FECHA INICIO,FECHA FINAL,HORA DE INICIO,HORA FINAL,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO
2025-2,FHCS,HFPN0071,HFPN0071S202,3,S2,COMPLEMENTARIAS INGLES PRESENC,LENG EXTR Y CULT VI INGLES S2G2,HFP00016S202,DUMI IDIOMA VIII S2G2,HFPS0023S202,DUMI IDIOMA VIII   INGLES S2G2,HFA00686S202,DUMI ADVANCED BUSINESS ENGLISH S2G2,HFPS0026S202,DUMI IDIOMA VIII  INGLES S2G2,HFA00037S202,DUMI LENGUA EXTRANJERA V INGLES S2G2,HFP00008S202,DUMI INI  DIUIDIOMA VIII  INGLES S2G2,DUQUE ROMERA MARIA ISABEL ,22.07.2025,20.11.2025,12:00:00,13:29:00,,MARTES N605 CALLE79,,JUEVES N605 CALLE79,,,
2025-2,FHCS,HFPN0071,HFPN0071S203,3,S2,COMPLEMENTARIAS INGLES PRESENC,LENG EXTR Y CULT VI INGLES S2G3,HFA00686S203,DUMI ADVANCED BUSINESS ENGLISH S2G3,HFP00016S203,DUMI IDIOMA VIII S2G3,HFP00008S203,DUMI INI  DIUIDIOMA VIII  INGLES S2G3,HFA00037S203,DUMI LENGUA EXTRANJERA V INGLES S2G3,HFPS0023S203,DUMI IDIOMA VIII   INGLES S2G3,HFPS0026S203,DUMI IDIOMA VIII  INGLES S2G3,DUQUE ROMERA MARIA ISABEL ,23.07.2025,21.11.2025,14:00:00,15:29:00,,,MIERCOLES N605 CALLE79,,VIERNES N605 CALLE79,,
2025-2,FHCS,HFPN0071,HFPN0071S204,3,S2,COMPLEMENTARIAS INGLES PRESENC,LENG EXTR Y CULT VI INGLES S2G4,HFPS0023S204,DUMI IDIOMA VIII   INGLES S2G4,HFA00037S204,DUMI LENGUA EXTRANJERA V INGLES S2G4,HFPS0026S204,DUMI IDIOMA VIII  INGLES S2G4,HFP00008S204,DUMI INI  DIUIDIOMA VIII  INGLES S2G4,HFP00016S204,DUMI IDIOMA VIII S2G4,HFA00686S204,DUMI ADVANCED BUSINESS ENGLISH S2G4,DUQUE ROMERA MARIA ISABEL ,22.07.2025,20.11.2025,14:00:00,15:29:00,,MARTES N605 CALLE79,,JUEVES N605 CALLE79,,,
2025-2,FHCS,HFPN0071,HFPN0071S205,3,S2,COMPLEMENTARIAS INGLES PRESENC,LENG EXTR Y CULT VI INGLES S2G5,HFPS0026S205,DUMI IDIOMA VIII  INGLES S2G5,HFP00016S205,DUMI IDIOMA VIII S2G5,HFPS0023S205,DUMI IDIOMA VIII   INGLES S2G5,HFA00037S205,DUMI LENGUA EXTRANJERA V INGLES S2G5,HFA00686S205,DUMI ADVANCED BUSINESS ENGLISH S2G5,HFP00008S205,DUMI INI  DIUIDIOMA VIII  INGLES S2G5,DUQUE ROMERA MARIA ISABEL ,22.07.2025,20.11.2025,10:00:00,11:29:00,,MARTES N609 CALLE79,,JUEVES N609 CALLE79,,,
2025-2,FHCS,HFPN0071,HFPN0071S206,3,S2,COMPLEMENTARIAS INGLES PRESENC,LENG EXTR Y CULT VI INGLES S2G6,HFPS0026S206,DUMI IDIOMA VIII  INGLES S2G6,HFA00686S206,DUMI ADVANCED BUSINESS ENGLISH S2G6,HFA00037S206,DUMI LENGUA EXTRANJERA V INGLES S2G6,HFPS0023S206,DUMI IDIOMA VIII   INGLES S2G6,HFP00016S206,DUMI IDIOMA VIII S2G6,HFP00008S206,DUMI INI  DIUIDIOMA VIII  INGLES S2G6,DUQUE ROMERA MARIA ISABEL ,22.07.2025,20.11.2025,12:00:00,13:29:00,,MARTES N609 CALLE79,,JUEVES N609 CALLE79,,,
2025-2,FHCS,HFPN0072,HFPN0072S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G1,HFA00038S201,DUMI LENGUA EXTRANJERA I FRANCES S2G1,HFP00821S201,DUMI LENGUA MODERNA FRANCES I S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,10:00:00,11:29:00,LUNES L502 CALLE78,,,,,,
2025-2,FHCS,HFPN0072,HFPN0072S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G1,HFA00038S201,DUMI LENGUA EXTRANJERA I FRANCES S2G1,HFP00821S201,DUMI LENGUA MODERNA FRANCES I S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,10:00:00,11:29:00,,,,,VIERNES N606 CALLE79,,
2025-2,FHCS,HFPN0072,HFPN0072S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G1,HFA00038S201,DUMI LENGUA EXTRANJERA I FRANCES S2G1,HFP00821S201,DUMI LENGUA MODERNA FRANCES I S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,10:00:00,11:59:00,,,MIERCOLES L502 CALLE78,,,,
2025-2,FHCS,HFPN0072,HFPN0072S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G2,HFA00038S202,DUMI LENGUA EXTRANJERA I FRANCES S2G2,HFP00821S202,DUMI LENGUA MODERNA FRANCES I S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,12:00:00,13:29:00,,,,,VIERNES N511 CALLE79,,
2025-2,FHCS,HFPN0072,HFPN0072S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G2,HFA00038S202,DUMI LENGUA EXTRANJERA I FRANCES S2G2,HFP00821S202,DUMI LENGUA MODERNA FRANCES I S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,12:00:00,13:59:00,LUNES N606 CALLE79,,,,,,
2025-2,FHCS,HFPN0072,HFPN0072S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G2,HFA00038S202,DUMI LENGUA EXTRANJERA I FRANCES S2G2,HFP00821S202,DUMI LENGUA MODERNA FRANCES I S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,12:00:00,13:29:00,,,MIERCOLES N606 CALLE79,,,,
2025-2,FHCS,HFPN0072,HFPN0072S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G3,HFP00821S203,DUMI LENGUA MODERNA FRANCES I S2G3,HFA00038S203,DUMI LENGUA EXTRANJERA I FRANCES S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,21.11.2025,14:00:00,15:29:00,,,MIERCOLES N615 CALLE79,,VIERNES N615 CALLE79,,
2025-2,FHCS,HFPN0072,HFPN0072S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G3,HFP00821S203,DUMI LENGUA MODERNA FRANCES I S2G3,HFA00038S203,DUMI LENGUA EXTRANJERA I FRANCES S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,14:00:00,15:59:00,LUNES N615 CALLE79,,,,,,
2025-2,FHCS,HFPN0072,HFPN0072S204,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G4,HFA00038S204,DUMI LENGUA EXTRANJERA I FRANCES S2G4,HFP00821S204,DUMI LENGUA MODERNA FRANCES I S2G4,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,10:00:00,11:59:00,,,MIERCOLES N710 CALLE79,,,,
2025-2,FHCS,HFPN0072,HFPN0072S204,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G4,HFA00038S204,DUMI LENGUA EXTRANJERA I FRANCES S2G4,HFP00821S204,DUMI LENGUA MODERNA FRANCES I S2G4,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,21.11.2025,10:00:00,11:29:00,LUNES N710 CALLE79,,,,VIERNES N710 CALLE79,,
2025-2,FHCS,HFPN0072,HFPN0072S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G5,HFP00821S205,DUMI LENGUA MODERNA FRANCES I S2G5,HFA00038S205,DUMI LENGUA EXTRANJERA I FRANCES S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,16:00:00,17:59:00,,,,,VIERNES N606 CALLE79,,
2025-2,FHCS,HFPN0072,HFPN0072S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G5,HFP00821S205,DUMI LENGUA MODERNA FRANCES I S2G5,HFA00038S205,DUMI LENGUA EXTRANJERA I FRANCES S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,16:00:00,17:29:00,LUNES N606 CALLE79,,,,,,
2025-2,FHCS,HFPN0072,HFPN0072S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G5,HFP00821S205,DUMI LENGUA MODERNA FRANCES I S2G5,HFA00038S205,DUMI LENGUA EXTRANJERA I FRANCES S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,16:00:00,17:29:00,,,MIERCOLES N615 CALLE79,,,,
2025-2,FHCS,HFPN0072,HFPN0072S206,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G6,HFA00038S206,DUMI LENGUA EXTRANJERA I FRANCES S2G6,HFP00821S206,DUMI LENGUA MODERNA FRANCES I S2G6,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,10:00:00,11:59:00,,,,,VIERNES N511 CALLE79,,
2025-2,FHCS,HFPN0072,HFPN0072S206,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT I FRANCES S2G6,HFA00038S206,DUMI LENGUA EXTRANJERA I FRANCES S2G6,HFP00821S206,DUMI LENGUA MODERNA FRANCES I S2G6,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,19.11.2025,10:00:00,11:29:00,LUNES N606 CALLE79,,MIERCOLES N606 CALLE79,,,,
2025-2,FHCS,HFPN0073,HFPN0073S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G1,HFP02029S201,DUMI LENGUA MODERNA FRANCES II S2G1,HFA00039S201,DUMI LENGUA EXTRANJERA II FRANCES S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,06:00:00,07:59:00,,,MIERCOLES N715 CALLE79,,,,
2025-2,FHCS,HFPN0073,HFPN0073S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G1,HFP02029S201,DUMI LENGUA MODERNA FRANCES II S2G1,HFA00039S201,DUMI LENGUA EXTRANJERA II FRANCES S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,06:00:00,07:29:00,,,,,VIERNES N404 CALLE79,,
2025-2,FHCS,HFPN0073,HFPN0073S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G1,HFP02029S201,DUMI LENGUA MODERNA FRANCES II S2G1,HFA00039S201,DUMI LENGUA EXTRANJERA II FRANCES S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,06:00:00,07:29:00,LUNES N715 CALLE79,,,,,,
2025-2,FHCS,HFPN0073,HFPN0073S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G2,HFA00039S202,DUMI LENGUA EXTRANJERA II FRANCES S2G2,HFP02029S202,DUMI LENGUA MODERNA FRANCES II S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,21.11.2025,10:00:00,11:29:00,LUNES L802 CALLE78,,,,VIERNES L802 CALLE78,,
2025-2,FHCS,HFPN0073,HFPN0073S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G2,HFA00039S202,DUMI LENGUA EXTRANJERA II FRANCES S2G2,HFP02029S202,DUMI LENGUA MODERNA FRANCES II S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,10:00:00,11:59:00,,,MIERCOLES L802 CALLE78,,,,
2025-2,FHCS,HFPN0073,HFPN0073S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G3,HFA00039S203,DUMI LENGUA EXTRANJERA II FRANCES S2G3,HFP02029S203,DUMI LENGUA MODERNA FRANCES II S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,14:00:00,15:29:00,,,,,VIERNES L613 CALLE78,,
2025-2,FHCS,HFPN0073,HFPN0073S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G3,HFA00039S203,DUMI LENGUA EXTRANJERA II FRANCES S2G3,HFP02029S203,DUMI LENGUA MODERNA FRANCES II S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,14:00:00,15:59:00,,,MIERCOLES L613 CALLE78,,,,
2025-2,FHCS,HFPN0073,HFPN0073S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G3,HFA00039S203,DUMI LENGUA EXTRANJERA II FRANCES S2G3,HFP02029S203,DUMI LENGUA MODERNA FRANCES II S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,14:00:00,15:29:00,LUNES N706 CALLE79,,,,,,
2025-2,FHCS,HFPN0073,HFPN0073S204,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G4,HFP02029S204,DUMI LENGUA MODERNA FRANCES II S2G4,HFA00039S204,DUMI LENGUA EXTRANJERA II FRANCES S2G4,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,12:00:00,13:59:00,LUNES N510 CALLE79,,,,,,
2025-2,FHCS,HFPN0073,HFPN0073S204,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G4,HFP02029S204,DUMI LENGUA MODERNA FRANCES II S2G4,HFA00039S204,DUMI LENGUA EXTRANJERA II FRANCES S2G4,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,21.11.2025,12:00:00,13:29:00,,,MIERCOLES N510 CALLE79,,VIERNES N510 CALLE79,,
2025-2,FHCS,HFPN0073,HFPN0073S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G5,HFA00039S205,DUMI LENGUA EXTRANJERA II FRANCES S2G5,HFP02029S205,DUMI LENGUA MODERNA FRANCES II S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,14:00:00,15:59:00,,,MIERCOLES N403 CALLE79,,,,
2025-2,FHCS,HFPN0073,HFPN0073S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G5,HFA00039S205,DUMI LENGUA EXTRANJERA II FRANCES S2G5,HFP02029S205,DUMI LENGUA MODERNA FRANCES II S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,21.11.2025,14:00:00,15:29:00,LUNES N403 CALLE79,,,,VIERNES N403 CALLE79,,
2025-2,FHCS,HFPN0073,HFPN0073S206,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G6,HFP02029S206,DUMI LENGUA MODERNA FRANCES II S2G6,HFA00039S206,DUMI LENGUA EXTRANJERA II FRANCES S2G6,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,21.11.2025,12:00:00,13:29:00,,,MIERCOLES L802 CALLE78,,VIERNES L802 CALLE78,,
2025-2,FHCS,HFPN0073,HFPN0073S206,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT II FRANC S2G6,HFP02029S206,DUMI LENGUA MODERNA FRANCES II S2G6,HFA00039S206,DUMI LENGUA EXTRANJERA II FRANCES S2G6,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,12:00:00,13:59:00,LUNES L802 CALLE78,,,,,,
2025-2,FHCS,HFPN0074,HFPN0074S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G1,HFP02030S201,DUMI LENGUA MODERNA FRANCES III S2G1,HFA00040S201,DUMI LENGUA EXTRANJ III FRANCES S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,10:00:00,11:59:00,,,,,VIERNES N406 CALLE79,,
2025-2,FHCS,HFPN0074,HFPN0074S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G1,HFP02030S201,DUMI LENGUA MODERNA FRANCES III S2G1,HFA00040S201,DUMI LENGUA EXTRANJ III FRANCES S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,19.11.2025,10:00:00,11:29:00,LUNES N406 CALLE79,,MIERCOLES N406 CALLE79,,,,
2025-2,FHCS,HFPN0074,HFPN0074S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G2,HFP02030S202,DUMI LENGUA MODERNA FRANCES III S2G2,HFA00040S202,DUMI LENGUA EXTRANJ III FRANCES S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,10:00:00,11:59:00,,,,,VIERNES N615 CALLE79,,
2025-2,FHCS,HFPN0074,HFPN0074S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G2,HFP02030S202,DUMI LENGUA MODERNA FRANCES III S2G2,HFA00040S202,DUMI LENGUA EXTRANJ III FRANCES S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,19.11.2025,10:00:00,11:29:00,LUNES N615 CALLE79,,MIERCOLES N615 CALLE79,,,,
2025-2,FHCS,HFPN0074,HFPN0074S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G3,HFP02030S203,DUMI LENGUA MODERNA FRANCES III S2G3,HFA00040S203,DUMI LENGUA EXTRANJ III FRANCES S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,21.11.2025,10:00:00,11:29:00,LUNES N610 CALLE79,,,,VIERNES N610 CALLE79,,
2025-2,FHCS,HFPN0074,HFPN0074S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G3,HFP02030S203,DUMI LENGUA MODERNA FRANCES III S2G3,HFA00040S203,DUMI LENGUA EXTRANJ III FRANCES S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,10:00:00,11:59:00,,,MIERCOLES N610 CALLE79,,,,
2025-2,FHCS,HFPN0074,HFPN0074S204,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G4,HFP02030S204,DUMI LENGUA MODERNA FRANCES III S2G4,HFA00040S204,DUMI LENGUA EXTRANJ III FRANCES S2G4,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,16:00:00,17:59:00,,,,,VIERNES L510 CALLE78,,
2025-2,FHCS,HFPN0074,HFPN0074S204,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G4,HFP02030S204,DUMI LENGUA MODERNA FRANCES III S2G4,HFA00040S204,DUMI LENGUA EXTRANJ III FRANCES S2G4,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,19.11.2025,16:00:00,17:29:00,LUNES L510 CALLE78,,MIERCOLES L510 CALLE78,,,,
2025-2,FHCS,HFPN0074,HFPN0074S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G5,HFA00040S205,DUMI LENGUA EXTRANJ III FRANCES S2G5,HFP02030S205,DUMI LENGUA MODERNA FRANCES III S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,19.11.2025,12:00:00,13:29:00,LUNES N406 CALLE79,,MIERCOLES N406 CALLE79,,,,
2025-2,FHCS,HFPN0074,HFPN0074S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRA Y CULT III FRAN S2G5,HFA00040S205,DUMI LENGUA EXTRANJ III FRANCES S2G5,HFP02030S205,DUMI LENGUA MODERNA FRANCES III S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,12:00:00,13:59:00,,,,,VIERNES N406 CALLE79,,
2025-2,FHCS,HFPN0075,HFPN0075S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G1,HFA00041S201,DUMI LENGUA EXTRANJERA IV FRANCES S2G1,HFP02031S201,DUMI LENGUA MODERNA FRANCES IV S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,21.11.2025,14:00:00,15:29:00,LUNES N709 CALLE79,,,,VIERNES N709 CALLE79,,
2025-2,FHCS,HFPN0075,HFPN0075S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G1,HFA00041S201,DUMI LENGUA EXTRANJERA IV FRANCES S2G1,HFP02031S201,DUMI LENGUA MODERNA FRANCES IV S2G1,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,14:00:00,15:59:00,,,MIERCOLES N709 CALLE79,,,,
2025-2,FHCS,HFPN0075,HFPN0075S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G2,HFA00041S202,DUMI LENGUA EXTRANJERA IV FRANCES S2G2,HFP02031S202,DUMI LENGUA MODERNA FRANCES IV S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,21.11.2025,08:00:00,09:29:00,,,MIERCOLES N406 CALLE79,,VIERNES N406 CALLE79,,
2025-2,FHCS,HFPN0075,HFPN0075S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G2,HFA00041S202,DUMI LENGUA EXTRANJERA IV FRANCES S2G2,HFP02031S202,DUMI LENGUA MODERNA FRANCES IV S2G2,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,17.11.2025,08:00:00,09:59:00,LUNES N406 CALLE79,,,,,,
2025-2,FHCS,HFPN0075,HFPN0075S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G3,HFA00041S203,DUMI LENGUA EXTRANJERA IV FRANCES S2G3,HFP02031S203,DUMI LENGUA MODERNA FRANCES IV S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,21.11.2025,14:00:00,15:29:00,LUNES N606 CALLE79,,,,VIERNES N606 CALLE79,,
2025-2,FHCS,HFPN0075,HFPN0075S203,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G3,HFA00041S203,DUMI LENGUA EXTRANJERA IV FRANCES S2G3,HFP02031S203,DUMI LENGUA MODERNA FRANCES IV S2G3,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,14:00:00,15:59:00,,,MIERCOLES N606 CALLE79,,,,
2025-2,FHCS,HFPN0075,HFPN0075S204,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G4,HFA00041S204,DUMI LENGUA EXTRANJERA IV FRANCES S2G4,HFP02031S204,DUMI LENGUA MODERNA FRANCES IV S2G4,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,19.11.2025,14:00:00,15:29:00,LUNES L802 CALLE78,,MIERCOLES L802 CALLE78,,,,
2025-2,FHCS,HFPN0075,HFPN0075S204,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G4,HFA00041S204,DUMI LENGUA EXTRANJERA IV FRANCES S2G4,HFP02031S204,DUMI LENGUA MODERNA FRANCES IV S2G4,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,25.07.2025,21.11.2025,14:00:00,15:59:00,,,,,VIERNES L802 CALLE78,,
2025-2,FHCS,HFPN0075,HFPN0075S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G5,HFP02031S205,DUMI LENGUA MODERNA FRANCES IV S2G5,HFA00041S205,DUMI LENGUA EXTRANJERA IV FRANCES S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,21.11.2025,10:00:00,11:29:00,LUNES N512 CALLE79,,,,VIERNES N512 CALLE79,,
2025-2,FHCS,HFPN0075,HFPN0075S205,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENG EXTRAN Y CULT IV FRANC S2G5,HFP02031S205,DUMI LENGUA MODERNA FRANCES IV S2G5,HFA00041S205,DUMI LENGUA EXTRANJERA IV FRANCES S2G5,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,10:00:00,11:59:00,,,MIERCOLES N512 CALLE79,,,,
2025-2,FHCS,HFPN0076,HFPN0076S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENGUA EXTR Y CULT V FRANC S2G1,,,,,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,21.07.2025,21.11.2025,06:00:00,07:29:00,LUNES N406 CALLE79,,,,VIERNES N406 CALLE79,,
2025-2,FHCS,HFPN0076,HFPN0076S201,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENGUA EXTR Y CULT V FRANC S2G1,,,,,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,06:00:00,07:59:00,,,MIERCOLES N406 CALLE79,,,,
2025-2,FHCS,HFPN0076,HFPN0076S202,4,S2,COMPLEMENTARIAS FRANCÉS PRESENC,LENGUA EXTR Y CULT V FRANC S2G2,,,,,,,,,,,,,PANQUEVA BERNAL MARIA CLAUDIA,23.07.2025,19.11.2025,06:00:00,07:59:00,,,MIERCOLES L811 CALLE78,,,,
