PERIODO ACADEMICO,FACULTAD,CODIGO UNIDAD DE ESTUDIO,CODIGO DEL GRUPO,CREDITOS,TIPO DE OFERTA,TIPOLOGIA,DENOMINACION GRUPO,COD_DUMI_1,DUMI_1,COD_DUMI_2,DUMI_2,COD_DUMI_3,DUMI_3,COD_DUMI_4,DUMI_4,COD_DUMI_5,DUMI_5,COD_DUMI_6,DUMI_6,DIRECTOR UNIDAD DE ESTUDIO,FECHA INICIO,FECHA FINAL,HORA DE INICIO,HORA FINAL,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO
2025-2,FAFCE,AFPN0020,AFPN0020C402,2,C4,NUCLEAR, ECOLOGIA Y DESARROLLO C4G2,AFP00328C402,DUMI  DESAR ECONO Y SOST C4G2,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,24.09.2025,19.11.2025,18:00:00,19:59:00,,,MIERCOLES N614 CALLE79,,,,
2025-2,FAFCE,AFPN0020,AFPN0020C402,2,C4,NUCLEAR, ECOLOGIA Y DESARROLLO C4G2,AFP00328C402,DUMI  DESAR ECONO Y SOST C4G2,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,22.09.2025,17.11.2025,18:00:00,19:59:00,LUNES N512 CALLE79,,,,,,
2025-2,FAFCE,AFPN0021,AFPN0021C301,2,C3,NUCLEAR, ENVIRON ECONO  POLICY C3G1,,,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,21.07.2025,17.09.2025,08:00:00,09:59:00,LUNES N516 CALLE79,,MIERCOLES N516 CALLE79,,,,
2025-2,FAFCE,AFPN0021,AFPN0021C302,2,C3,NUCLEAR, ENVIRON ECONO  POLICY C3G2,,,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,21.07.2025,17.09.2025,20:00:00,21:59:00,LUNES N512 CALLE79,,MIERCOLES N512 CALLE79,,,,
2025-2,FAFCE,AFPN0022,AFPN0022S201,3,S2,NUCLEAR, ECONOME  DATA SCIENC S2G1,AFA00339S201,DUMI  ECONOMETRIA II S2G1,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,22.07.2025,20.11.2025,12:00:00,13:29:00,,MARTES N407 CALLE79,,JUEVES N407 CALLE79,,,
2025-2,FAFCE,AFPN0022,AFPN0022S202,3,S2,NUCLEAR, ECONOME  DATA SCIENC S2G2,AFA00339S202,DUMI  ECONOMETRIA II S2G2,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,21.07.2025,19.11.2025,18:00:00,19:29:00,LUNES L713 CALLE78,,MIERCOLES L713 CALLE78,,,,
2025-2,FAFCE,AFPN0023,AFPN0023C401,2,C4,NUCLEAR, INTERNATIONAL TRADE C4G1,AFP00405C401,DUMI  ECONOMIA INTERNACIONAL C4G1,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,23.09.2025,20.11.2025,16:00:00,17:59:00,,MARTES SAL_BLOOMB CALLE79,,JUEVES SAL_BLOOMB CALLE79,,,
2025-2,FAFCE,AFPN0023,AFPN0023C402,2,C4,NUCLEAR, INTERNATIONAL TRADE C4G2,AFP00405C402,DUMI  ECONOMIA INTERNACIONAL C4G2,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,26.09.2025,21.11.2025,20:00:00,21:59:00,,,,,VIERNES SAL_BLOOMB CALLE79,,
2025-2,FAFCE,AFPN0023,AFPN0023C402,2,C4,NUCLEAR, INTERNATIONAL TRADE C4G2,AFP00405C402,DUMI  ECONOMIA INTERNACIONAL C4G2,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,24.09.2025,19.11.2025,20:00:00,21:59:00,,,MIERCOLES  ,,,,
2025-2,FAFCE,AFPN0024,AFPN0024C401,2,C4,NUCLEAR, INTERNATIONAL MACROEC C4G1,FFP00260C401,DUMI  MACROECONOMIA AVANZADA C4G1,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,23.09.2025,20.11.2025,08:00:00,09:59:00,,MARTES L814 CALLE78,,JUEVES L814 CALLE78,,,
2025-2,FAFCE,AFPN0024,AFPN0024C402,2,C4,NUCLEAR, INTERNATIONAL MACROEC C4G2,FFP00260C402,DUMI  MACROECONOMIA AVANZADA C4G2,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,23.09.2025,20.11.2025,20:00:00,21:59:00,,MARTES  ,,JUEVES  ,,,
2025-2,FAFCE,AFPN0025,AFPN0025C401,2,C4,NUCLEAR, DEBATES DE ECONOMIA COLOM C4G1,AFP00406C401,DUMI  HISTORIA ECONO COLOMBIANA C4G1,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,23.09.2025,20.11.2025,10:00:00,11:59:00,,MARTES N614 CALLE79,,JUEVES N614 CALLE79,,,
2025-2,FAFCE,AFPN0025,AFPN0025C402,2,C4,NUCLEAR, DEBATES DE ECONOMIA COLOM C4G2,AFP00406C402,DUMI  HISTORIA ECONO COLOMBIANA C4G2,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,23.09.2025,20.11.2025,18:00:00,19:59:00,,MARTES N705 CALLE79,,JUEVES N705 CALLE79,,,
2025-2,FAFCE,AFPN0026,AFPN0026C301,2,C3,NUCLEAR, MILLEST OF THE GLO ECON C3G1,AFP00479C301,DUMI  HISTOR ECONOMICA MUND C3G1,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,22.07.2025,18.09.2025,14:00:00,15:59:00,,MARTES L818 CALLE78,,JUEVES L818 CALLE78,,,
2025-2,FAFCE,AFPN0026,AFPN0026C302,2,C3,NUCLEAR, MILLEST OF THE GLO ECON C3G2,AFP00479C302,DUMI  HISTOR ECONOMICA MUND C3G2,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,23.07.2025,19.09.2025,20:00:00,21:59:00,,,MIERCOLES N610 CALLE79,,VIERNES N610 CALLE79,,
2025-2,FAFCE,AFPN0027,AFPN0027C301,3,C3,NUCLEAR,GEOPOLITICA Y GOBER GLOBAL C3G1,,,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,21.07.2025,19.09.2025,14:00:00,15:59:00,LUNES L612 CALLE78,,,,VIERNES L612 CALLE78,,
2025-2,FAFCE,AFPN0027,AFPN0027C301,3,C3,NUCLEAR,GEOPOLITICA Y GOBER GLOBAL C3G1,,,,,,,,,,,,,RIVERA RUEDA JUAN CARLOS,23.07.2025,17.09.2025,14:00:00,15:59:00,,,MIERCOLES  ,,,,
2025-2,FAFCE,AFPN0028,AFPN0028S201,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G1,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,21.11.2025,14:00:00,15:59:00,,,MIERCOLES L719 CALLE78,,VIERNES L719 CALLE78,,
2025-2,FAFCE,AFPN0028,AFPN0028S202,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G2,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,21.11.2025,06:00:00,07:59:00,,,MIERCOLES N510 CALLE79,,VIERNES N510 CALLE79,,
2025-2,FAFCE,AFPN0028,AFPN0028S203,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G3,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,21.11.2025,06:00:00,07:59:00,,,MIERCOLES N710 CALLE79,,VIERNES N710 CALLE79,,
2025-2,FAFCE,AFPN0028,AFPN0028S204,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G4,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,22.07.2025,20.11.2025,08:00:00,09:59:00,,MARTES N710 CALLE79,,JUEVES N710 CALLE79,,,
2025-2,FAFCE,AFPN0028,AFPN0028S205,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G5,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,19.11.2025,10:00:00,11:59:00,,,MIERCOLES L719 CALLE78,,,,
2025-2,FAFCE,AFPN0028,AFPN0028S205,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G5,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,21.07.2025,17.11.2025,10:00:00,11:59:00,LUNES N707 CALLE79,,,,,,
2025-2,FAFCE,AFPN0028,AFPN0028S206,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G6,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,22.07.2025,20.11.2025,06:00:00,07:59:00,,MARTES N706 CALLE79,,JUEVES N706 CALLE79,,,
2025-2,FAFCE,AFPN0028,AFPN0028S207,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G7,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,21.11.2025,12:00:00,13:59:00,,,MIERCOLES L503 CALLE78,,VIERNES L503 CALLE78,,
2025-2,FAFCE,AFPN0028,AFPN0028S208,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G8,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,21.11.2025,12:00:00,13:59:00,,,MIERCOLES L719 CALLE78,,VIERNES L719 CALLE78,,
2025-2,FAFCE,AFPN0028,AFPN0028S209,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G9,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,19.11.2025,20:00:00,21:59:00,,,MIERCOLES N606 CALLE79,,,,
2025-2,FAFCE,AFPN0028,AFPN0028S209,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G9,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,25.07.2025,21.11.2025,18:00:00,19:59:00,,,,,VIERNES N606 CALLE79,,
2025-2,FAFCE,AFPN0028,AFPN0028S210,4,S2,NUCLEAR, MERC Y GENER DE VAL NEG S2G10,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,22.07.2025,20.11.2025,20:00:00,21:59:00,,MARTES N611 CALLE79,,JUEVES N611 CALLE79,,,
2025-2,FAFCE,AFPN0029,AFPN0029S201,4,S2,NUCLEAR, NEGOCIA COMO UN TIBURON S2G1,AFA00420S201,DUMI ESTRATEGIAS DE NEGOCIACION S2G1,,,,,,,,,,,PASTRANA GRANADOS MONICA ALEJANDRA,22.07.2025,20.11.2025,12:00:00,13:59:00,,MARTES L613 CALLE78,,JUEVES L613 CALLE78,,,
2025-2,FAFCE,AFPN0029,AFPN0029S202,4,S2,NUCLEAR, NEGOCIA COMO UN TIBURON S2G2,AFA00420S202,DUMI ESTRATEGIAS DE NEGOCIACION S2G2,,,,,,,,,,,PASTRANA GRANADOS MONICA ALEJANDRA,23.07.2025,21.11.2025,08:00:00,09:59:00,,,MIERCOLES L511 CALLE78,,VIERNES L511 CALLE78,,
